S.N,Device,PM 2.5,Calibrated PM 2.5,Inserted Date
1533,AQM Budhanilkantha,58,41.83,2018-11-20 03:12:15 ( Asia/Katmandu)
1534,AQM Budhanilkantha,57,41.13,2018-11-20 03:02:15 ( Asia/Katmandu)
1535,AQM Budhanilkantha,63,45.35,2018-11-20 02:52:15 ( Asia/Katmandu)
1536,AQM Budhanilkantha,60,43.24,2018-11-20 02:42:15 ( Asia/Katmandu)
1537,AQM Budhanilkantha,56,40.42,2018-11-20 02:32:15 ( Asia/Katmandu)
1538,AQM Budhanilkantha,64,46.05,2018-11-20 02:22:15 ( Asia/Katmandu)
1539,AQM Budhanilkantha,53,38.31,2018-11-20 02:12:15 ( Asia/Katmandu)
1540,AQM Budhanilkantha,52,37.6,2018-11-20 02:02:15 ( Asia/Katmandu)
1541,AQM Budhanilkantha,53,38.31,2018-11-20 01:52:15 ( Asia/Katmandu)
1542,AQM Budhanilkantha,60,43.24,2018-11-20 01:42:15 ( Asia/Katmandu)
1543,AQM Budhanilkantha,55,39.72,2018-11-20 01:32:15 ( Asia/Katmandu)
1544,AQM Budhanilkantha,58,41.83,2018-11-20 01:22:15 ( Asia/Katmandu)
1545,AQM Budhanilkantha,56,40.42,2018-11-20 01:12:15 ( Asia/Katmandu)
1546,AQM Budhanilkantha,55,39.72,2018-11-20 01:02:15 ( Asia/Katmandu)
1547,AQM Budhanilkantha,53,38.31,2018-11-20 00:52:15 ( Asia/Katmandu)
1548,AQM Budhanilkantha,55,39.72,2018-11-20 00:42:15 ( Asia/Katmandu)
1549,AQM Budhanilkantha,57,41.13,2018-11-20 00:32:15 ( Asia/Katmandu)
1550,AQM Budhanilkantha,52,37.6,2018-11-20 00:22:15 ( Asia/Katmandu)
1551,AQM Budhanilkantha,54,39.01,2018-11-20 00:12:15 ( Asia/Katmandu)
1552,AQM Budhanilkantha,60,43.24,2018-11-20 00:02:15 ( Asia/Katmandu)
1553,AQM Budhanilkantha,57,41.13,2018-11-19 23:52:15 ( Asia/Katmandu)
1554,AQM Budhanilkantha,59,42.53,2018-11-19 23:42:15 ( Asia/Katmandu)
1555,AQM Budhanilkantha,57,41.13,2018-11-19 23:32:15 ( Asia/Katmandu)
1556,AQM Budhanilkantha,59,42.53,2018-11-19 23:22:15 ( Asia/Katmandu)
1557,AQM Budhanilkantha,62,44.65,2018-11-19 23:12:15 ( Asia/Katmandu)
1558,AQM Budhanilkantha,59,42.53,2018-11-19 23:02:15 ( Asia/Katmandu)
1559,AQM Budhanilkantha,56,40.42,2018-11-19 22:52:15 ( Asia/Katmandu)
1560,AQM Budhanilkantha,56,40.42,2018-11-19 22:42:15 ( Asia/Katmandu)
1561,AQM Budhanilkantha,59,42.53,2018-11-19 22:34:07 ( Asia/Katmandu)
1562,AQM Budhanilkantha,61,43.94,2018-11-19 22:22:15 ( Asia/Katmandu)
1563,AQM Budhanilkantha,53,38.31,2018-11-19 22:13:22 ( Asia/Katmandu)
1564,AQM Budhanilkantha,54,39.01,2018-11-19 22:02:15 ( Asia/Katmandu)
1565,AQM Budhanilkantha,58,41.83,2018-11-19 21:52:15 ( Asia/Katmandu)
1566,AQM Budhanilkantha,60,43.24,2018-11-19 21:42:15 ( Asia/Katmandu)
1567,AQM Budhanilkantha,55,39.72,2018-11-19 21:32:15 ( Asia/Katmandu)
1568,AQM Budhanilkantha,70,50.28,2018-11-19 21:22:15 ( Asia/Katmandu)
1569,AQM Budhanilkantha,61,43.94,2018-11-19 21:12:16 ( Asia/Katmandu)
1570,AQM Budhanilkantha,71,50.98,2018-11-19 21:02:15 ( Asia/Katmandu)
1571,AQM Budhanilkantha,79,56.62,2018-11-19 20:52:16 ( Asia/Katmandu)
1572,AQM Budhanilkantha,71,50.98,2018-11-19 20:42:16 ( Asia/Katmandu)
1573,AQM Budhanilkantha,85,60.84,2018-11-19 20:32:16 ( Asia/Katmandu)
1574,AQM Budhanilkantha,80,57.32,2018-11-19 20:22:16 ( Asia/Katmandu)
1575,AQM Budhanilkantha,78,55.91,2018-11-19 20:12:16 ( Asia/Katmandu)
1576,AQM Budhanilkantha,85,60.84,2018-11-19 20:02:16 ( Asia/Katmandu)
1577,AQM Budhanilkantha,79,56.62,2018-11-19 19:52:16 ( Asia/Katmandu)
1578,AQM Budhanilkantha,86,61.55,2018-11-19 19:42:16 ( Asia/Katmandu)
1579,AQM Budhanilkantha,101,72.11,2018-11-19 19:32:16 ( Asia/Katmandu)
1580,AQM Budhanilkantha,95,67.88,2018-11-19 19:22:16 ( Asia/Katmandu)
1581,AQM Budhanilkantha,105,74.93,2018-11-19 19:12:16 ( Asia/Katmandu)
1582,AQM Budhanilkantha,126,89.71,2018-11-19 19:02:16 ( Asia/Katmandu)
1583,AQM Budhanilkantha,118,84.08,2018-11-19 18:52:16 ( Asia/Katmandu)
1584,AQM Budhanilkantha,87,62.25,2018-11-19 18:42:16 ( Asia/Katmandu)
1585,AQM Budhanilkantha,93,66.48,2018-11-19 18:32:16 ( Asia/Katmandu)
1586,AQM Budhanilkantha,97,69.29,2018-11-19 18:22:16 ( Asia/Katmandu)
1587,AQM Budhanilkantha,93,66.48,2018-11-19 18:12:16 ( Asia/Katmandu)
1588,AQM Budhanilkantha,88,62.95,2018-11-19 18:02:16 ( Asia/Katmandu)
1589,AQM Budhanilkantha,75,53.8,2018-11-19 17:52:16 ( Asia/Katmandu)
1590,AQM Budhanilkantha,70,50.28,2018-11-19 17:42:16 ( Asia/Katmandu)
1591,AQM Budhanilkantha,74,53.1,2018-11-19 17:32:16 ( Asia/Katmandu)
1592,AQM Budhanilkantha,74,53.1,2018-11-19 17:22:16 ( Asia/Katmandu)
1593,AQM Budhanilkantha,67,48.17,2018-11-19 17:12:16 ( Asia/Katmandu)
1594,AQM Budhanilkantha,74,53.1,2018-11-19 17:02:16 ( Asia/Katmandu)
1595,AQM Budhanilkantha,70,50.28,2018-11-19 16:52:16 ( Asia/Katmandu)
1596,AQM Budhanilkantha,79,56.62,2018-11-19 16:42:16 ( Asia/Katmandu)
1597,AQM Budhanilkantha,73,52.39,2018-11-19 16:32:16 ( Asia/Katmandu)
1598,AQM Budhanilkantha,74,53.1,2018-11-19 16:22:16 ( Asia/Katmandu)
1599,AQM Budhanilkantha,126,89.71,2018-11-19 16:12:16 ( Asia/Katmandu)
1600,AQM Budhanilkantha,101,72.11,2018-11-19 16:02:16 ( Asia/Katmandu)
1601,AQM Budhanilkantha,88,62.95,2018-11-19 15:52:16 ( Asia/Katmandu)
1602,AQM Budhanilkantha,82,58.73,2018-11-19 15:42:16 ( Asia/Katmandu)
1603,AQM Budhanilkantha,86,61.55,2018-11-19 15:32:16 ( Asia/Katmandu)
1604,AQM Budhanilkantha,94,67.18,2018-11-19 15:22:16 ( Asia/Katmandu)
1605,AQM Budhanilkantha,86,61.55,2018-11-19 15:12:16 ( Asia/Katmandu)
1606,AQM Budhanilkantha,91,65.07,2018-11-19 15:02:16 ( Asia/Katmandu)
1607,AQM Budhanilkantha,85,60.84,2018-11-19 14:52:17 ( Asia/Katmandu)
1608,AQM Budhanilkantha,81,58.03,2018-11-19 14:42:17 ( Asia/Katmandu)
1609,AQM Budhanilkantha,84,60.14,2018-11-19 14:32:17 ( Asia/Katmandu)
1610,AQM Budhanilkantha,88,62.95,2018-11-19 14:22:17 ( Asia/Katmandu)
1611,AQM Budhanilkantha,116,82.67,2018-11-19 14:12:17 ( Asia/Katmandu)
1612,AQM Budhanilkantha,103,73.52,2018-11-19 14:02:17 ( Asia/Katmandu)
1613,AQM Budhanilkantha,111,79.15,2018-11-19 13:52:17 ( Asia/Katmandu)
1614,AQM Budhanilkantha,114,81.26,2018-11-19 13:42:17 ( Asia/Katmandu)
1615,AQM Budhanilkantha,123,87.6,2018-11-19 13:32:17 ( Asia/Katmandu)
1616,AQM Budhanilkantha,112,79.86,2018-11-19 13:22:17 ( Asia/Katmandu)
1617,AQM Budhanilkantha,134,95.35,2018-11-19 13:12:17 ( Asia/Katmandu)
1618,AQM Budhanilkantha,140,99.57,2018-11-19 13:02:17 ( Asia/Katmandu)
1619,AQM Budhanilkantha,135,96.05,2018-11-19 12:52:17 ( Asia/Katmandu)
1620,AQM Budhanilkantha,154,109.43,2018-11-19 12:42:17 ( Asia/Katmandu)
1621,AQM Budhanilkantha,141,100.28,2018-11-19 12:32:17 ( Asia/Katmandu)
1622,AQM Budhanilkantha,146,103.8,2018-11-19 12:22:17 ( Asia/Katmandu)
1623,AQM Budhanilkantha,131,93.23,2018-11-19 12:12:17 ( Asia/Katmandu)
1624,AQM Budhanilkantha,133,94.64,2018-11-19 12:02:17 ( Asia/Katmandu)
1625,AQM Budhanilkantha,132,93.94,2018-11-19 11:52:17 ( Asia/Katmandu)
1626,AQM Budhanilkantha,111,79.15,2018-11-19 11:42:17 ( Asia/Katmandu)
1627,AQM Budhanilkantha,141,100.28,2018-11-19 11:32:17 ( Asia/Katmandu)
1628,AQM Budhanilkantha,156,110.84,2018-11-19 11:22:17 ( Asia/Katmandu)
1629,AQM Budhanilkantha,130,92.53,2018-11-19 11:12:17 ( Asia/Katmandu)
1630,AQM Budhanilkantha,131,93.23,2018-11-19 11:02:17 ( Asia/Katmandu)
1631,AQM Budhanilkantha,133,94.64,2018-11-19 10:52:17 ( Asia/Katmandu)
1632,AQM Budhanilkantha,153,108.73,2018-11-19 10:42:17 ( Asia/Katmandu)
1633,AQM Budhanilkantha,147,104.5,2018-11-19 10:32:17 ( Asia/Katmandu)
1634,AQM Budhanilkantha,164,116.47,2018-11-19 10:22:17 ( Asia/Katmandu)
1635,AQM Budhanilkantha,164,116.47,2018-11-19 10:12:17 ( Asia/Katmandu)
1636,AQM Budhanilkantha,165,117.18,2018-11-19 10:02:17 ( Asia/Katmandu)
1637,AQM Budhanilkantha,161,114.36,2018-11-19 09:52:17 ( Asia/Katmandu)
1638,AQM Budhanilkantha,164,116.47,2018-11-19 09:42:17 ( Asia/Katmandu)
1639,AQM Budhanilkantha,154,109.43,2018-11-19 09:32:17 ( Asia/Katmandu)
1640,AQM Budhanilkantha,148,105.21,2018-11-19 09:22:17 ( Asia/Katmandu)
1641,AQM Budhanilkantha,149,105.91,2018-11-19 09:12:17 ( Asia/Katmandu)
1642,AQM Budhanilkantha,155,110.13,2018-11-19 09:02:17 ( Asia/Katmandu)
1643,AQM Budhanilkantha,161,114.36,2018-11-19 08:52:17 ( Asia/Katmandu)
1644,AQM Budhanilkantha,182,129.15,2018-11-19 08:42:17 ( Asia/Katmandu)
1645,AQM Budhanilkantha,152,108.02,2018-11-19 08:32:17 ( Asia/Katmandu)
1646,AQM Budhanilkantha,163,115.77,2018-11-19 08:22:17 ( Asia/Katmandu)
1647,AQM Budhanilkantha,169,119.99,2018-11-19 08:12:17 ( Asia/Katmandu)
1648,AQM Budhanilkantha,137,97.46,2018-11-19 08:02:17 ( Asia/Katmandu)
1649,AQM Budhanilkantha,128,91.12,2018-11-19 07:52:17 ( Asia/Katmandu)
1650,AQM Budhanilkantha,121,86.19,2018-11-19 07:42:17 ( Asia/Katmandu)
1651,AQM Budhanilkantha,133,94.64,2018-11-19 07:32:17 ( Asia/Katmandu)
1652,AQM Budhanilkantha,119,84.78,2018-11-19 07:22:17 ( Asia/Katmandu)
1653,AQM Budhanilkantha,124,88.31,2018-11-19 07:12:17 ( Asia/Katmandu)
1654,AQM Budhanilkantha,123,87.6,2018-11-19 07:02:17 ( Asia/Katmandu)
1655,AQM Budhanilkantha,122,86.9,2018-11-19 06:52:18 ( Asia/Katmandu)
1656,AQM Budhanilkantha,106,75.63,2018-11-19 06:42:18 ( Asia/Katmandu)
1657,AQM Budhanilkantha,105,74.93,2018-11-19 06:32:18 ( Asia/Katmandu)
1658,AQM Budhanilkantha,100,71.4,2018-11-19 06:22:17 ( Asia/Katmandu)
1659,AQM Budhanilkantha,88,62.95,2018-11-19 06:12:17 ( Asia/Katmandu)
1660,AQM Budhanilkantha,89,63.66,2018-11-19 06:02:17 ( Asia/Katmandu)
1661,AQM Budhanilkantha,84,60.14,2018-11-19 05:52:18 ( Asia/Katmandu)
1662,AQM Budhanilkantha,82,58.73,2018-11-19 05:42:18 ( Asia/Katmandu)
1663,AQM Budhanilkantha,79,56.62,2018-11-19 05:32:18 ( Asia/Katmandu)
1664,AQM Budhanilkantha,78,55.91,2018-11-19 05:22:18 ( Asia/Katmandu)
1665,AQM Budhanilkantha,89,63.66,2018-11-19 05:12:18 ( Asia/Katmandu)
1666,AQM Budhanilkantha,74,53.1,2018-11-19 05:02:18 ( Asia/Katmandu)
1667,AQM Budhanilkantha,77,55.21,2018-11-19 04:52:18 ( Asia/Katmandu)
1668,AQM Budhanilkantha,70,50.28,2018-11-19 04:42:18 ( Asia/Katmandu)
1669,AQM Budhanilkantha,78,55.91,2018-11-19 04:32:18 ( Asia/Katmandu)
1670,AQM Budhanilkantha,72,51.69,2018-11-19 04:22:18 ( Asia/Katmandu)
1671,AQM Budhanilkantha,78,55.91,2018-11-19 04:12:18 ( Asia/Katmandu)
1672,AQM Budhanilkantha,81,58.03,2018-11-19 04:02:18 ( Asia/Katmandu)
1673,AQM Budhanilkantha,70,50.28,2018-11-19 03:52:18 ( Asia/Katmandu)
1674,AQM Budhanilkantha,79,56.62,2018-11-19 03:42:18 ( Asia/Katmandu)
1675,AQM Budhanilkantha,74,53.1,2018-11-19 03:32:18 ( Asia/Katmandu)
1676,AQM Budhanilkantha,79,56.62,2018-11-19 03:22:18 ( Asia/Katmandu)
1677,AQM Budhanilkantha,74,53.1,2018-11-19 03:12:18 ( Asia/Katmandu)
1678,AQM Budhanilkantha,68,48.87,2018-11-19 03:02:18 ( Asia/Katmandu)
1679,AQM Budhanilkantha,72,51.69,2018-11-19 02:52:18 ( Asia/Katmandu)
1680,AQM Budhanilkantha,71,50.98,2018-11-19 02:42:18 ( Asia/Katmandu)
1681,AQM Budhanilkantha,66,47.46,2018-11-19 02:32:18 ( Asia/Katmandu)
1682,AQM Budhanilkantha,70,50.28,2018-11-19 02:22:18 ( Asia/Katmandu)
1683,AQM Budhanilkantha,64,46.05,2018-11-19 02:12:18 ( Asia/Katmandu)
1684,AQM Budhanilkantha,63,45.35,2018-11-19 02:02:18 ( Asia/Katmandu)
1685,AQM Budhanilkantha,69,49.58,2018-11-19 01:52:18 ( Asia/Katmandu)
1686,AQM Budhanilkantha,65,46.76,2018-11-19 01:42:18 ( Asia/Katmandu)
1687,AQM Budhanilkantha,61,43.94,2018-11-19 01:32:18 ( Asia/Katmandu)
1688,AQM Budhanilkantha,64,46.05,2018-11-19 01:22:18 ( Asia/Katmandu)
1689,AQM Budhanilkantha,68,48.87,2018-11-19 01:12:18 ( Asia/Katmandu)
1690,AQM Budhanilkantha,62,44.65,2018-11-19 01:02:18 ( Asia/Katmandu)
1691,AQM Budhanilkantha,62,44.65,2018-11-19 00:52:18 ( Asia/Katmandu)
1692,AQM Budhanilkantha,64,46.05,2018-11-19 00:42:18 ( Asia/Katmandu)
1693,AQM Budhanilkantha,63,45.35,2018-11-19 00:32:18 ( Asia/Katmandu)
1694,AQM Budhanilkantha,69,49.58,2018-11-19 00:22:18 ( Asia/Katmandu)
1695,AQM Budhanilkantha,69,49.58,2018-11-19 00:12:18 ( Asia/Katmandu)
1696,AQM Budhanilkantha,70,50.28,2018-11-19 00:02:18 ( Asia/Katmandu)
1697,AQM Budhanilkantha,70,50.28,2018-11-18 23:52:19 ( Asia/Katmandu)
1698,AQM Budhanilkantha,69,49.58,2018-11-18 23:42:19 ( Asia/Katmandu)
1699,AQM Budhanilkantha,70,50.28,2018-11-18 23:32:19 ( Asia/Katmandu)
1700,AQM Budhanilkantha,65,46.76,2018-11-18 23:22:19 ( Asia/Katmandu)
1701,AQM Budhanilkantha,68,48.87,2018-11-18 23:12:19 ( Asia/Katmandu)
1702,AQM Budhanilkantha,64,46.05,2018-11-18 23:02:19 ( Asia/Katmandu)
1703,AQM Budhanilkantha,67,48.17,2018-11-18 22:52:19 ( Asia/Katmandu)
1704,AQM Budhanilkantha,64,46.05,2018-11-18 22:42:19 ( Asia/Katmandu)
1705,AQM Budhanilkantha,71,50.98,2018-11-18 22:32:19 ( Asia/Katmandu)
1706,AQM Budhanilkantha,68,48.87,2018-11-18 22:22:19 ( Asia/Katmandu)
1707,AQM Budhanilkantha,58,41.83,2018-11-18 22:12:19 ( Asia/Katmandu)
1708,AQM Budhanilkantha,73,52.39,2018-11-18 22:02:19 ( Asia/Katmandu)
1709,AQM Budhanilkantha,71,50.98,2018-11-18 21:52:19 ( Asia/Katmandu)
1710,AQM Budhanilkantha,71,50.98,2018-11-18 21:42:19 ( Asia/Katmandu)
1711,AQM Budhanilkantha,72,51.69,2018-11-18 21:32:19 ( Asia/Katmandu)
1712,AQM Budhanilkantha,75,53.8,2018-11-18 21:22:19 ( Asia/Katmandu)
1713,AQM Budhanilkantha,73,52.39,2018-11-18 21:12:19 ( Asia/Katmandu)
1714,AQM Budhanilkantha,81,58.03,2018-11-18 21:02:19 ( Asia/Katmandu)
1715,AQM Budhanilkantha,81,58.03,2018-11-18 20:52:19 ( Asia/Katmandu)
1716,AQM Budhanilkantha,90,64.36,2018-11-18 20:44:54 ( Asia/Katmandu)
1717,AQM Budhanilkantha,90,64.36,2018-11-18 20:27:19 ( Asia/Katmandu)
1718,AQM Budhanilkantha,98,70,2018-11-18 20:22:19 ( Asia/Katmandu)
1719,AQM Budhanilkantha,100,71.4,2018-11-18 20:12:19 ( Asia/Katmandu)
1720,AQM Budhanilkantha,109,77.74,2018-11-18 20:02:21 ( Asia/Katmandu)
1721,AQM Budhanilkantha,121,86.19,2018-11-18 19:52:19 ( Asia/Katmandu)
1722,AQM Budhanilkantha,131,93.23,2018-11-18 19:42:19 ( Asia/Katmandu)
1723,AQM Budhanilkantha,143,101.68,2018-11-18 19:32:21 ( Asia/Katmandu)
1724,AQM Budhanilkantha,174,123.51,2018-11-18 19:22:19 ( Asia/Katmandu)
1725,AQM Budhanilkantha,230,162.95,2018-11-18 19:12:20 ( Asia/Katmandu)
1726,AQM Budhanilkantha,354,250.27,2018-11-18 19:02:19 ( Asia/Katmandu)
1727,AQM Budhanilkantha,245,173.51,2018-11-18 18:54:48 ( Asia/Katmandu)
1728,AQM Budhanilkantha,119,84.78,2018-11-18 18:42:19 ( Asia/Katmandu)
1729,AQM Budhanilkantha,86,61.55,2018-11-18 18:32:19 ( Asia/Katmandu)
1730,AQM Budhanilkantha,97,69.29,2018-11-18 18:22:20 ( Asia/Katmandu)
1731,AQM Budhanilkantha,86,61.55,2018-11-18 18:12:20 ( Asia/Katmandu)
1732,AQM Budhanilkantha,105,74.93,2018-11-18 18:02:19 ( Asia/Katmandu)
1733,AQM Budhanilkantha,97,69.29,2018-11-18 17:52:25 ( Asia/Katmandu)
1734,AQM Budhanilkantha,103,73.52,2018-11-18 17:42:19 ( Asia/Katmandu)
1735,AQM Budhanilkantha,96,68.59,2018-11-18 17:32:19 ( Asia/Katmandu)
1736,AQM Budhanilkantha,124,88.31,2018-11-18 17:22:20 ( Asia/Katmandu)
1737,AQM Budhanilkantha,168,119.29,2018-11-18 17:12:20 ( Asia/Katmandu)
1738,AQM Budhanilkantha,83,59.43,2018-11-18 17:02:20 ( Asia/Katmandu)
1739,AQM Budhanilkantha,83,59.43,2018-11-18 16:52:20 ( Asia/Katmandu)
1740,AQM Budhanilkantha,71,50.98,2018-11-18 16:42:20 ( Asia/Katmandu)
1741,AQM Budhanilkantha,78,55.91,2018-11-18 16:32:20 ( Asia/Katmandu)
1742,AQM Budhanilkantha,74,53.1,2018-11-18 16:22:20 ( Asia/Katmandu)
1743,AQM Budhanilkantha,74,53.1,2018-11-18 16:12:20 ( Asia/Katmandu)
1744,AQM Budhanilkantha,59,42.53,2018-11-18 16:02:20 ( Asia/Katmandu)
1745,AQM Budhanilkantha,65,46.76,2018-11-18 15:52:20 ( Asia/Katmandu)
1746,AQM Budhanilkantha,68,48.87,2018-11-18 15:42:20 ( Asia/Katmandu)
1747,AQM Budhanilkantha,67,48.17,2018-11-18 15:32:20 ( Asia/Katmandu)
1748,AQM Budhanilkantha,67,48.17,2018-11-18 15:22:20 ( Asia/Katmandu)
1749,AQM Budhanilkantha,70,50.28,2018-11-18 15:12:20 ( Asia/Katmandu)
1750,AQM Budhanilkantha,69,49.58,2018-11-18 15:02:20 ( Asia/Katmandu)
1751,AQM Budhanilkantha,73,52.39,2018-11-18 14:52:20 ( Asia/Katmandu)
1752,AQM Budhanilkantha,78,55.91,2018-11-18 14:42:20 ( Asia/Katmandu)
1753,AQM Budhanilkantha,73,52.39,2018-11-18 14:32:20 ( Asia/Katmandu)
1754,AQM Budhanilkantha,67,48.17,2018-11-18 14:22:20 ( Asia/Katmandu)
1755,AQM Budhanilkantha,68,48.87,2018-11-18 14:12:20 ( Asia/Katmandu)
1756,AQM Budhanilkantha,74,53.1,2018-11-18 14:02:20 ( Asia/Katmandu)
1757,AQM Budhanilkantha,61,43.94,2018-11-18 13:52:20 ( Asia/Katmandu)
1758,AQM Budhanilkantha,60,43.24,2018-11-18 13:42:20 ( Asia/Katmandu)
1759,AQM Budhanilkantha,42,30.56,2018-11-18 13:32:20 ( Asia/Katmandu)
1760,AQM Budhanilkantha,43,31.27,2018-11-18 13:22:20 ( Asia/Katmandu)
1761,AQM Budhanilkantha,51,36.9,2018-11-18 13:12:20 ( Asia/Katmandu)
1762,AQM Budhanilkantha,56,40.42,2018-11-18 13:02:20 ( Asia/Katmandu)
1763,AQM Budhanilkantha,66,47.46,2018-11-18 12:52:20 ( Asia/Katmandu)
1764,AQM Budhanilkantha,55,39.72,2018-11-18 12:42:20 ( Asia/Katmandu)
1765,AQM Budhanilkantha,58,41.83,2018-11-18 12:32:20 ( Asia/Katmandu)
1766,AQM Budhanilkantha,45,32.68,2018-11-18 12:22:20 ( Asia/Katmandu)
1767,AQM Budhanilkantha,38,27.75,2018-11-18 12:12:20 ( Asia/Katmandu)
1768,AQM Budhanilkantha,36,26.34,2018-11-18 12:02:20 ( Asia/Katmandu)
1769,AQM Budhanilkantha,46,33.38,2018-11-18 11:52:20 ( Asia/Katmandu)
1770,AQM Budhanilkantha,69,49.58,2018-11-18 11:42:20 ( Asia/Katmandu)
1771,AQM Budhanilkantha,73,52.39,2018-11-18 11:32:20 ( Asia/Katmandu)
1772,AQM Budhanilkantha,86,61.55,2018-11-18 11:22:20 ( Asia/Katmandu)
1773,AQM Budhanilkantha,88,62.95,2018-11-18 11:12:20 ( Asia/Katmandu)
1774,AQM Budhanilkantha,89,63.66,2018-11-18 11:02:20 ( Asia/Katmandu)
1775,AQM Budhanilkantha,103,73.52,2018-11-18 10:52:20 ( Asia/Katmandu)
1776,AQM Budhanilkantha,119,84.78,2018-11-18 10:42:20 ( Asia/Katmandu)
1777,AQM Budhanilkantha,114,81.26,2018-11-18 10:32:20 ( Asia/Katmandu)
1778,AQM Budhanilkantha,112,79.86,2018-11-18 10:22:21 ( Asia/Katmandu)
1779,AQM Budhanilkantha,91,65.07,2018-11-18 10:12:21 ( Asia/Katmandu)
1780,AQM Budhanilkantha,112,79.86,2018-11-18 10:02:21 ( Asia/Katmandu)
1781,AQM Budhanilkantha,101,72.11,2018-11-18 09:52:21 ( Asia/Katmandu)
1782,AQM Budhanilkantha,112,79.86,2018-11-18 09:42:21 ( Asia/Katmandu)
1783,AQM Budhanilkantha,106,75.63,2018-11-18 09:32:21 ( Asia/Katmandu)
1784,AQM Budhanilkantha,120,85.49,2018-11-18 09:22:21 ( Asia/Katmandu)
1785,AQM Budhanilkantha,115,81.97,2018-11-18 09:12:21 ( Asia/Katmandu)
1786,AQM Budhanilkantha,100,71.4,2018-11-18 09:02:21 ( Asia/Katmandu)
1787,AQM Budhanilkantha,92,65.77,2018-11-18 08:52:21 ( Asia/Katmandu)
1788,AQM Budhanilkantha,101,72.11,2018-11-18 08:42:21 ( Asia/Katmandu)
1789,AQM Budhanilkantha,99,70.7,2018-11-18 08:32:21 ( Asia/Katmandu)
1790,AQM Budhanilkantha,123,87.6,2018-11-18 08:22:21 ( Asia/Katmandu)
1791,AQM Budhanilkantha,123,87.6,2018-11-18 08:12:21 ( Asia/Katmandu)
1792,AQM Budhanilkantha,121,86.19,2018-11-18 08:02:21 ( Asia/Katmandu)
1793,AQM Budhanilkantha,102,72.81,2018-11-18 07:52:21 ( Asia/Katmandu)
1794,AQM Budhanilkantha,108,77.04,2018-11-18 07:42:21 ( Asia/Katmandu)
1795,AQM Budhanilkantha,110,78.45,2018-11-18 07:32:21 ( Asia/Katmandu)
1796,AQM Budhanilkantha,115,81.97,2018-11-18 07:22:21 ( Asia/Katmandu)
1797,AQM Budhanilkantha,121,86.19,2018-11-18 07:12:21 ( Asia/Katmandu)
1798,AQM Budhanilkantha,113,80.56,2018-11-18 07:02:21 ( Asia/Katmandu)
1799,AQM Budhanilkantha,117,83.38,2018-11-18 06:52:21 ( Asia/Katmandu)
1800,AQM Budhanilkantha,70,50.28,2018-11-18 06:42:21 ( Asia/Katmandu)
1801,AQM Budhanilkantha,70,50.28,2018-11-18 06:32:21 ( Asia/Katmandu)
1802,AQM Budhanilkantha,67,48.17,2018-11-18 06:22:21 ( Asia/Katmandu)
1803,AQM Budhanilkantha,62,44.65,2018-11-18 06:12:21 ( Asia/Katmandu)
1804,AQM Budhanilkantha,59,42.53,2018-11-18 06:02:21 ( Asia/Katmandu)
1805,AQM Budhanilkantha,56,40.42,2018-11-18 05:52:21 ( Asia/Katmandu)
1806,AQM Budhanilkantha,54,39.01,2018-11-18 05:42:21 ( Asia/Katmandu)
1807,AQM Budhanilkantha,54,39.01,2018-11-18 05:32:21 ( Asia/Katmandu)
1808,AQM Budhanilkantha,50,36.2,2018-11-18 05:22:21 ( Asia/Katmandu)
1809,AQM Budhanilkantha,52,37.6,2018-11-18 05:12:21 ( Asia/Katmandu)
1810,AQM Budhanilkantha,48,34.79,2018-11-18 05:02:21 ( Asia/Katmandu)
1811,AQM Budhanilkantha,45,32.68,2018-11-18 04:52:21 ( Asia/Katmandu)
1812,AQM Budhanilkantha,43,31.27,2018-11-18 04:42:21 ( Asia/Katmandu)
1813,AQM Budhanilkantha,57,41.13,2018-11-18 04:32:21 ( Asia/Katmandu)
1814,AQM Budhanilkantha,53,38.31,2018-11-18 04:22:21 ( Asia/Katmandu)
1815,AQM Budhanilkantha,51,36.9,2018-11-18 04:12:21 ( Asia/Katmandu)
1816,AQM Budhanilkantha,54,39.01,2018-11-18 04:02:21 ( Asia/Katmandu)
1817,AQM Budhanilkantha,52,37.6,2018-11-18 03:52:21 ( Asia/Katmandu)
1818,AQM Budhanilkantha,56,40.42,2018-11-18 03:42:21 ( Asia/Katmandu)
1819,AQM Budhanilkantha,55,39.72,2018-11-18 03:32:21 ( Asia/Katmandu)
1820,AQM Budhanilkantha,55,39.72,2018-11-18 03:22:21 ( Asia/Katmandu)
1821,AQM Budhanilkantha,46,33.38,2018-11-18 03:12:21 ( Asia/Katmandu)
1822,AQM Budhanilkantha,53,38.31,2018-11-18 03:02:21 ( Asia/Katmandu)
1823,AQM Budhanilkantha,54,39.01,2018-11-18 02:52:21 ( Asia/Katmandu)
1824,AQM Budhanilkantha,54,39.01,2018-11-18 02:42:21 ( Asia/Katmandu)
1825,AQM Budhanilkantha,63,45.35,2018-11-18 02:32:21 ( Asia/Katmandu)
1826,AQM Budhanilkantha,54,39.01,2018-11-18 02:22:22 ( Asia/Katmandu)
1827,AQM Budhanilkantha,53,38.31,2018-11-18 02:12:22 ( Asia/Katmandu)
1828,AQM Budhanilkantha,51,36.9,2018-11-18 02:02:22 ( Asia/Katmandu)
1829,AQM Budhanilkantha,55,39.72,2018-11-18 01:52:22 ( Asia/Katmandu)
