S.N,Device,PM 2.5,Calibrated PM 2.5,Date Time
2318,AQM Budhanilkantha,8,6.62,07/14/17 11:54 AM
2319,AQM Budhanilkantha,10,8.03,07/14/17 11:44 AM
2320,AQM Budhanilkantha,11,8.73,07/14/17 11:34 AM
2321,AQM Budhanilkantha,10,8.03,07/14/17 11:24 AM
2322,AQM Budhanilkantha,8,6.62,07/14/17 11:14 AM
2323,AQM Budhanilkantha,10,8.03,07/14/17 11:04 AM
2324,AQM Budhanilkantha,15,11.55,07/14/17 10:54 AM
2325,AQM Budhanilkantha,15,11.55,07/14/17 10:44 AM
2326,AQM Budhanilkantha,18,13.66,07/14/17 10:34 AM
2327,AQM Budhanilkantha,20,15.07,07/14/17 10:24 AM
2328,AQM Budhanilkantha,15,11.55,07/14/17 10:14 AM
2329,AQM Budhanilkantha,16,12.25,07/14/17 10:04 AM
2330,AQM Budhanilkantha,21,15.78,07/14/17 09:54 AM
2331,AQM Budhanilkantha,21,15.78,07/14/17 09:44 AM
2332,AQM Budhanilkantha,24,17.89,07/14/17 09:34 AM
2333,AQM Budhanilkantha,22,16.48,07/14/17 09:24 AM
2334,AQM Budhanilkantha,25,18.59,07/14/17 09:14 AM
2335,AQM Budhanilkantha,26,19.3,07/14/17 09:04 AM
2336,AQM Budhanilkantha,28,20.7,07/14/17 08:54 AM
2337,AQM Budhanilkantha,26,19.3,07/14/17 08:44 AM
2338,AQM Budhanilkantha,25,18.59,07/14/17 08:34 AM
2339,AQM Budhanilkantha,25,18.59,07/14/17 08:24 AM
2340,AQM Budhanilkantha,38,27.75,07/14/17 08:14 AM
2341,AQM Budhanilkantha,60,43.24,07/14/17 08:04 AM
2342,AQM Budhanilkantha,19,14.37,07/14/17 07:54 AM
2343,AQM Budhanilkantha,24,17.89,07/14/17 07:44 AM
2344,AQM Budhanilkantha,25,18.59,07/14/17 07:34 AM
2345,AQM Budhanilkantha,22,16.48,07/14/17 07:24 AM
2346,AQM Budhanilkantha,25,18.59,07/14/17 07:14 AM
2347,AQM Budhanilkantha,21,15.78,07/14/17 07:04 AM
2348,AQM Budhanilkantha,20,15.07,07/14/17 06:54 AM
2349,AQM Budhanilkantha,22,16.48,07/14/17 06:44 AM
2350,AQM Budhanilkantha,22,16.48,07/14/17 06:34 AM
2351,AQM Budhanilkantha,21,15.78,07/14/17 06:24 AM
2352,AQM Budhanilkantha,22,16.48,07/14/17 06:14 AM
2353,AQM Budhanilkantha,16,12.25,07/14/17 06:04 AM
2354,AQM Budhanilkantha,16,12.25,07/14/17 05:54 AM
2355,AQM Budhanilkantha,19,14.37,07/14/17 05:44 AM
2356,AQM Budhanilkantha,14,10.85,07/14/17 05:34 AM
2357,AQM Budhanilkantha,19,14.37,07/14/17 05:24 AM
2358,AQM Budhanilkantha,20,15.07,07/14/17 05:14 AM
2359,AQM Budhanilkantha,19,14.37,07/14/17 05:04 AM
2360,AQM Budhanilkantha,21,15.78,07/14/17 04:54 AM
2361,AQM Budhanilkantha,15,11.55,07/14/17 04:44 AM
2362,AQM Budhanilkantha,15,11.55,07/14/17 04:34 AM
2363,AQM Budhanilkantha,15,11.55,07/14/17 04:24 AM
2364,AQM Budhanilkantha,18,13.66,07/14/17 04:14 AM
2365,AQM Budhanilkantha,16,12.25,07/14/17 04:04 AM
2366,AQM Budhanilkantha,18,13.66,07/14/17 03:54 AM
2367,AQM Budhanilkantha,14,10.85,07/14/17 03:44 AM
2368,AQM Budhanilkantha,16,12.25,07/14/17 03:34 AM
2369,AQM Budhanilkantha,14,10.85,07/14/17 03:24 AM
2370,AQM Budhanilkantha,14,10.85,07/14/17 03:14 AM
2371,AQM Budhanilkantha,15,11.55,07/14/17 03:04 AM
2372,AQM Budhanilkantha,14,10.85,07/14/17 02:54 AM
2373,AQM Budhanilkantha,16,12.25,07/14/17 02:44 AM
2374,AQM Budhanilkantha,15,11.55,07/14/17 02:34 AM
2375,AQM Budhanilkantha,12,9.44,07/14/17 02:24 AM
2376,AQM Budhanilkantha,15,11.55,07/14/17 02:14 AM
2377,AQM Budhanilkantha,14,10.85,07/14/17 02:04 AM
2378,AQM Budhanilkantha,15,11.55,07/14/17 01:54 AM
2379,AQM Budhanilkantha,16,12.25,07/14/17 01:44 AM
2380,AQM Budhanilkantha,14,10.85,07/14/17 01:34 AM
2381,AQM Budhanilkantha,17,12.96,07/14/17 01:24 AM
2382,AQM Budhanilkantha,14,10.85,07/14/17 01:14 AM
2383,AQM Budhanilkantha,15,11.55,07/14/17 01:04 AM
2384,AQM Budhanilkantha,17,12.96,07/14/17 12:54 AM
2385,AQM Budhanilkantha,15,11.55,07/14/17 12:44 AM
2386,AQM Budhanilkantha,14,10.85,07/14/17 12:34 AM
2387,AQM Budhanilkantha,14,10.85,07/14/17 12:24 AM
2388,AQM Budhanilkantha,15,11.55,07/14/17 12:14 AM
2389,AQM Budhanilkantha,16,12.25,07/14/17 12:04 AM
2390,AQM Budhanilkantha,14,10.85,07/13/17 11:54 PM
2391,AQM Budhanilkantha,16,12.25,07/13/17 11:44 PM
2392,AQM Budhanilkantha,20,15.07,07/13/17 11:34 PM
2393,AQM Budhanilkantha,13,10.14,07/13/17 11:24 PM
2394,AQM Budhanilkantha,18,13.66,07/13/17 11:14 PM
2395,AQM Budhanilkantha,16,12.25,07/13/17 11:04 PM
2396,AQM Budhanilkantha,12,9.44,07/13/17 10:54 PM
2397,AQM Budhanilkantha,15,11.55,07/13/17 10:44 PM
2398,AQM Budhanilkantha,14,10.85,07/13/17 10:34 PM
2399,AQM Budhanilkantha,14,10.85,07/13/17 10:24 PM
2400,AQM Budhanilkantha,10,8.03,07/13/17 10:14 PM
2401,AQM Budhanilkantha,15,11.55,07/13/17 10:04 PM
2402,AQM Budhanilkantha,15,11.55,07/13/17 09:54 PM
2403,AQM Budhanilkantha,15,11.55,07/13/17 09:44 PM
2404,AQM Budhanilkantha,19,14.37,07/13/17 09:34 PM
2405,AQM Budhanilkantha,15,11.55,07/13/17 09:24 PM
2406,AQM Budhanilkantha,19,14.37,07/13/17 09:14 PM
2407,AQM Budhanilkantha,14,10.85,07/13/17 09:04 PM
2408,AQM Budhanilkantha,18,13.66,07/13/17 08:54 PM
2409,AQM Budhanilkantha,17,12.96,07/13/17 08:44 PM
2410,AQM Budhanilkantha,18,13.66,07/13/17 08:34 PM
2411,AQM Budhanilkantha,21,15.78,07/13/17 08:24 PM
2412,AQM Budhanilkantha,25,18.59,07/13/17 08:14 PM
2413,AQM Budhanilkantha,46,33.38,07/13/17 08:04 PM
2414,AQM Budhanilkantha,73,52.39,07/13/17 07:54 PM
2415,AQM Budhanilkantha,27,20,07/13/17 07:44 PM
2416,AQM Budhanilkantha,18,13.66,07/13/17 07:34 PM
2417,AQM Budhanilkantha,18,13.66,07/13/17 07:24 PM
2418,AQM Budhanilkantha,23,17.18,07/13/17 07:14 PM
2419,AQM Budhanilkantha,21,15.78,07/13/17 07:04 PM
2420,AQM Budhanilkantha,21,15.78,07/13/17 06:54 PM
2421,AQM Budhanilkantha,19,14.37,07/13/17 06:44 PM
2422,AQM Budhanilkantha,23,17.18,07/13/17 06:34 PM
2423,AQM Budhanilkantha,33,24.23,07/13/17 06:24 PM
2424,AQM Budhanilkantha,30,22.11,07/13/17 06:14 PM
2425,AQM Budhanilkantha,33,24.23,07/13/17 06:04 PM
2426,AQM Budhanilkantha,18,13.66,07/13/17 05:54 PM
2427,AQM Budhanilkantha,19,14.37,07/13/17 05:44 PM
2428,AQM Budhanilkantha,27,20,07/13/17 05:34 PM
2429,AQM Budhanilkantha,19,14.37,07/13/17 05:24 PM
2430,AQM Budhanilkantha,18,13.66,07/13/17 05:14 PM
2431,AQM Budhanilkantha,17,12.96,07/13/17 05:04 PM
2432,AQM Budhanilkantha,18,13.66,07/13/17 04:54 PM
2433,AQM Budhanilkantha,12,9.44,07/13/17 04:44 PM
2434,AQM Budhanilkantha,13,10.14,07/13/17 04:34 PM
2435,AQM Budhanilkantha,12,9.44,07/13/17 04:24 PM
2436,AQM Budhanilkantha,14,10.85,07/13/17 04:14 PM
2437,AQM Budhanilkantha,13,10.14,07/13/17 04:04 PM
2438,AQM Budhanilkantha,15,11.55,07/13/17 03:54 PM
2439,AQM Budhanilkantha,18,13.66,07/13/17 03:44 PM
2440,AQM Budhanilkantha,12,9.44,07/13/17 03:34 PM
2441,AQM Budhanilkantha,17,12.96,07/13/17 03:24 PM
2442,AQM Budhanilkantha,12,9.44,07/13/17 03:14 PM
2443,AQM Budhanilkantha,15,11.55,07/13/17 03:04 PM
2444,AQM Budhanilkantha,14,10.85,07/13/17 02:54 PM
2445,AQM Budhanilkantha,9,7.32,07/13/17 02:44 PM
2446,AQM Budhanilkantha,12,9.44,07/13/17 02:34 PM
2447,AQM Budhanilkantha,12,9.44,07/13/17 02:24 PM
2448,AQM Budhanilkantha,12,9.44,07/13/17 02:14 PM
2449,AQM Budhanilkantha,9,7.32,07/13/17 02:04 PM
2450,AQM Budhanilkantha,8,6.62,07/13/17 01:54 PM
2451,AQM Budhanilkantha,8,6.62,07/13/17 01:44 PM
2452,AQM Budhanilkantha,6,5.21,07/13/17 01:34 PM
2453,AQM Budhanilkantha,7,5.92,07/13/17 01:24 PM
2454,AQM Budhanilkantha,6,5.21,07/13/17 01:14 PM
2455,AQM Budhanilkantha,7,5.92,07/13/17 01:04 PM
2456,AQM Budhanilkantha,8,6.62,07/13/17 12:54 PM
2457,AQM Budhanilkantha,8,6.62,07/13/17 12:44 PM
2458,AQM Budhanilkantha,9,7.32,07/13/17 12:34 PM
2459,AQM Budhanilkantha,8,6.62,07/13/17 12:24 PM
2460,AQM Budhanilkantha,7,5.92,07/13/17 12:14 PM
2461,AQM Budhanilkantha,8,6.62,07/13/17 12:04 PM
2462,AQM Budhanilkantha,8,6.62,07/13/17 11:54 AM
2463,AQM Budhanilkantha,10,8.03,07/13/17 11:44 AM
2464,AQM Budhanilkantha,10,8.03,07/13/17 11:34 AM
2465,AQM Budhanilkantha,11,8.73,07/13/17 11:24 AM
2466,AQM Budhanilkantha,11,8.73,07/13/17 11:14 AM
2467,AQM Budhanilkantha,12,9.44,07/13/17 11:04 AM
2468,AQM Budhanilkantha,12,9.44,07/13/17 10:54 AM
2469,AQM Budhanilkantha,9,7.32,07/13/17 10:44 AM
2470,AQM Budhanilkantha,13,10.14,07/13/17 10:34 AM
2471,AQM Budhanilkantha,11,8.73,07/13/17 10:24 AM
2472,AQM Budhanilkantha,17,12.96,07/13/17 09:27 AM
2473,AQM Budhanilkantha,15,11.55,07/13/17 09:22 AM
2474,AQM Budhanilkantha,18,13.66,07/13/17 08:44 AM
2475,AQM Budhanilkantha,18,13.66,07/13/17 08:34 AM
2476,AQM Budhanilkantha,14,10.85,07/13/17 08:24 AM
2477,AQM Budhanilkantha,20,15.07,07/13/17 08:14 AM
2478,AQM Budhanilkantha,15,11.55,07/13/17 08:04 AM
2479,AQM Budhanilkantha,15,11.55,07/13/17 07:54 AM
2480,AQM Budhanilkantha,21,15.78,07/13/17 07:44 AM
2481,AQM Budhanilkantha,22,16.48,07/13/17 07:34 AM
2482,AQM Budhanilkantha,20,15.07,07/13/17 07:24 AM
2483,AQM Budhanilkantha,24,17.89,07/13/17 07:14 AM
2484,AQM Budhanilkantha,28,20.7,07/13/17 07:04 AM
2485,AQM Budhanilkantha,35,25.63,07/13/17 06:54 AM
2486,AQM Budhanilkantha,35,25.63,07/13/17 06:44 AM
2487,AQM Budhanilkantha,22,16.48,07/13/17 06:34 AM
2488,AQM Budhanilkantha,22,16.48,07/13/17 06:24 AM
2489,AQM Budhanilkantha,24,17.89,07/13/17 06:14 AM
2490,AQM Budhanilkantha,21,15.78,07/13/17 06:04 AM
2491,AQM Budhanilkantha,16,12.25,07/13/17 05:54 AM
2492,AQM Budhanilkantha,18,13.66,07/13/17 05:44 AM
2493,AQM Budhanilkantha,19,14.37,07/13/17 05:34 AM
2494,AQM Budhanilkantha,22,16.48,07/13/17 05:24 AM
2495,AQM Budhanilkantha,16,12.25,07/13/17 05:14 AM
2496,AQM Budhanilkantha,14,10.85,07/13/17 05:04 AM
2497,AQM Budhanilkantha,5,4.51,07/13/17 04:54 AM
2498,AQM Budhanilkantha,34,24.93,07/13/17 04:44 AM
2499,AQM Budhanilkantha,40,29.15,07/13/17 04:34 AM
2500,AQM Budhanilkantha,30,22.11,07/13/17 04:24 AM
2501,AQM Budhanilkantha,32,23.52,07/13/17 04:14 AM
2502,AQM Budhanilkantha,9,7.32,07/13/17 04:04 AM
2503,AQM Budhanilkantha,12,9.44,07/13/17 03:54 AM
2504,AQM Budhanilkantha,17,12.96,07/13/17 03:44 AM
2505,AQM Budhanilkantha,10,8.03,07/13/17 03:34 AM
2506,AQM Budhanilkantha,12,9.44,07/13/17 03:24 AM
2507,AQM Budhanilkantha,5,4.51,07/13/17 03:14 AM
2508,AQM Budhanilkantha,20,15.07,07/13/17 03:04 AM
2509,AQM Budhanilkantha,11,8.73,07/13/17 02:54 AM
2510,AQM Budhanilkantha,10,8.03,07/13/17 02:44 AM
2511,AQM Budhanilkantha,12,9.44,07/13/17 02:30 AM
2512,AQM Budhanilkantha,9,7.32,07/13/17 02:24 AM
2513,AQM Budhanilkantha,13,10.14,07/13/17 02:14 AM
2514,AQM Budhanilkantha,11,8.73,07/13/17 02:04 AM
2515,AQM Budhanilkantha,13,10.14,07/13/17 01:54 AM
2516,AQM Budhanilkantha,14,10.85,07/13/17 01:44 AM
2517,AQM Budhanilkantha,12,9.44,07/13/17 01:34 AM
2518,AQM Budhanilkantha,12,9.44,07/13/17 01:24 AM
2519,AQM Budhanilkantha,13,10.14,07/13/17 01:14 AM
2520,AQM Budhanilkantha,14,10.85,07/13/17 01:04 AM
2521,AQM Budhanilkantha,14,10.85,07/13/17 12:54 AM
2522,AQM Budhanilkantha,13,10.14,07/13/17 12:39 AM
2523,AQM Budhanilkantha,15,11.55,07/13/17 12:34 AM
2524,AQM Budhanilkantha,11,8.73,07/13/17 12:24 AM
2525,AQM Budhanilkantha,13,10.14,07/13/17 12:14 AM
2526,AQM Budhanilkantha,12,9.44,07/13/17 12:04 AM
2527,AQM Budhanilkantha,13,10.14,07/12/17 11:54 PM
2528,AQM Budhanilkantha,14,10.85,07/12/17 11:44 PM
2529,AQM Budhanilkantha,14,10.85,07/12/17 11:34 PM
2530,AQM Budhanilkantha,13,10.14,07/12/17 11:24 PM
2531,AQM Budhanilkantha,12,9.44,07/12/17 11:14 PM
2532,AQM Budhanilkantha,14,10.85,07/12/17 10:59 PM
2533,AQM Budhanilkantha,15,11.55,07/12/17 10:54 PM
2534,AQM Budhanilkantha,14,10.85,07/12/17 10:44 PM
2535,AQM Budhanilkantha,15,11.55,07/12/17 10:34 PM
2536,AQM Budhanilkantha,13,10.14,07/12/17 10:24 PM
2537,AQM Budhanilkantha,12,9.44,07/12/17 10:14 PM
2538,AQM Budhanilkantha,13,10.14,07/12/17 10:04 PM
2539,AQM Budhanilkantha,13,10.14,07/12/17 09:15 PM
2540,AQM Budhanilkantha,14,10.85,07/12/17 09:08 PM
2541,AQM Budhanilkantha,15,11.55,07/12/17 09:02 PM
2542,AQM Budhanilkantha,15,11.55,07/12/17 08:43 PM
2543,AQM Budhanilkantha,39,28.45,07/12/17 07:46 PM
2544,AQM Budhanilkantha,54,39.01,07/12/17 07:41 PM
2545,AQM Budhanilkantha,19,14.37,07/12/17 07:31 PM
2546,AQM Budhanilkantha,17,12.96,07/12/17 07:21 PM
2547,AQM Budhanilkantha,19,14.37,07/12/17 07:11 PM
2548,AQM Budhanilkantha,13,10.14,07/12/17 07:01 PM
2549,AQM Budhanilkantha,11,8.73,07/12/17 06:51 PM
2550,AQM Budhanilkantha,10,8.03,07/12/17 06:41 PM
2551,AQM Budhanilkantha,10,8.03,07/12/17 06:31 PM
2552,AQM Budhanilkantha,11,8.73,07/12/17 06:21 PM
2553,AQM Budhanilkantha,8,6.62,07/12/17 06:11 PM
2554,AQM Budhanilkantha,8,6.62,07/12/17 06:01 PM
2555,AQM Budhanilkantha,8,6.62,07/12/17 05:51 PM
2556,AQM Budhanilkantha,10,8.03,07/12/17 05:41 PM
2557,AQM Budhanilkantha,8,6.62,07/12/17 05:33 PM
2558,AQM Budhanilkantha,7,5.92,07/12/17 05:21 PM
2559,AQM Budhanilkantha,7,5.92,07/12/17 05:11 PM
2560,AQM Budhanilkantha,8,6.62,07/12/17 05:01 PM
2561,AQM Budhanilkantha,8,6.62,07/12/17 04:51 PM
2562,AQM Budhanilkantha,9,7.32,07/12/17 04:41 PM
2563,AQM Budhanilkantha,8,6.62,07/12/17 04:31 PM
2564,AQM Budhanilkantha,7,5.92,07/12/17 04:21 PM
2565,AQM Budhanilkantha,6,5.21,07/12/17 04:11 PM
2566,AQM Budhanilkantha,4,3.8,07/12/17 04:01 PM
2567,AQM Budhanilkantha,4,3.8,07/12/17 03:51 PM
2568,AQM Budhanilkantha,3,3.1,07/12/17 03:41 PM
2569,AQM Budhanilkantha,4,3.8,07/12/17 03:31 PM
2570,AQM Budhanilkantha,6,5.21,07/12/17 03:21 PM
2571,AQM Budhanilkantha,4,3.8,07/12/17 03:11 PM
2572,AQM Budhanilkantha,3,3.1,07/12/17 03:01 PM
2573,AQM Budhanilkantha,3,3.1,07/12/17 02:51 PM
2574,AQM Budhanilkantha,4,3.8,07/12/17 02:41 PM
2575,AQM Budhanilkantha,4,3.8,07/12/17 02:31 PM
2576,AQM Budhanilkantha,4,3.8,07/12/17 02:21 PM
2577,AQM Budhanilkantha,4,3.8,07/12/17 02:11 PM
2578,AQM Budhanilkantha,8,6.62,07/12/17 02:01 PM
2579,AQM Budhanilkantha,3,3.1,07/12/17 01:51 PM
2580,AQM Budhanilkantha,3,3.1,07/12/17 01:41 PM
2581,AQM Budhanilkantha,3,3.1,07/12/17 01:31 PM
2582,AQM Budhanilkantha,4,3.8,07/12/17 01:21 PM
2583,AQM Budhanilkantha,7,5.92,07/12/17 01:11 PM
2584,AQM Budhanilkantha,7,5.92,07/12/17 01:02 PM
2585,AQM Budhanilkantha,3,3.1,07/12/17 12:51 PM
2586,AQM Budhanilkantha,3,3.1,07/12/17 12:41 PM
2587,AQM Budhanilkantha,6,5.21,07/12/17 12:31 PM
2588,AQM Budhanilkantha,3,3.1,07/12/17 12:21 PM
2589,AQM Budhanilkantha,6,5.21,07/12/17 12:11 PM
2590,AQM Budhanilkantha,4,3.8,07/12/17 12:01 PM
2591,AQM Budhanilkantha,4,3.8,07/12/17 11:51 AM
2592,AQM Budhanilkantha,4,3.8,07/12/17 11:41 AM
2593,AQM Budhanilkantha,8,6.62,07/12/17 11:31 AM
2594,AQM Budhanilkantha,7,5.92,07/12/17 11:21 AM
2595,AQM Budhanilkantha,11,8.73,07/12/17 11:11 AM
2596,AQM Budhanilkantha,6,5.21,07/12/17 11:01 AM
2597,AQM Budhanilkantha,8,6.62,07/12/17 10:51 AM
2598,AQM Budhanilkantha,11,8.73,07/12/17 10:41 AM
2599,AQM Budhanilkantha,11,8.73,07/12/17 10:31 AM
2600,AQM Budhanilkantha,12,9.44,07/12/17 10:21 AM
2601,AQM Budhanilkantha,13,10.14,07/12/17 10:11 AM
2602,AQM Budhanilkantha,43,31.27,07/12/17 10:01 AM
2603,AQM Budhanilkantha,9,7.32,07/12/17 09:51 AM
2604,AQM Budhanilkantha,10,8.03,07/12/17 09:41 AM
2605,AQM Budhanilkantha,11,8.73,07/12/17 09:31 AM
2606,AQM Budhanilkantha,13,10.14,07/12/17 09:21 AM
2607,AQM Budhanilkantha,20,15.07,07/12/17 09:11 AM
2608,AQM Budhanilkantha,24,17.89,07/12/17 09:02 AM
2609,AQM Budhanilkantha,36,26.34,07/12/17 08:52 AM
2610,AQM Budhanilkantha,55,39.72,07/12/17 08:41 AM
2611,AQM Budhanilkantha,15,11.55,07/12/17 08:31 AM
2612,AQM Budhanilkantha,12,9.44,07/12/17 08:21 AM
2613,AQM Budhanilkantha,10,8.03,07/12/17 08:11 AM
2614,AQM Budhanilkantha,11,8.73,07/12/17 08:01 AM
2615,AQM Budhanilkantha,12,9.44,07/12/17 07:51 AM
2616,AQM Budhanilkantha,13,10.14,07/12/17 07:41 AM
2617,AQM Budhanilkantha,12,9.44,07/12/17 07:31 AM
2618,AQM Budhanilkantha,12,9.44,07/12/17 07:21 AM
2619,AQM Budhanilkantha,13,10.14,07/12/17 07:11 AM
2620,AQM Budhanilkantha,13,10.14,07/12/17 07:01 AM
2621,AQM Budhanilkantha,16,12.25,07/12/17 06:51 AM
2622,AQM Budhanilkantha,22,16.48,07/12/17 06:41 AM
2623,AQM Budhanilkantha,25,18.59,07/12/17 06:31 AM
2624,AQM Budhanilkantha,20,15.07,07/12/17 06:21 AM
2625,AQM Budhanilkantha,15,11.55,07/12/17 06:11 AM
2626,AQM Budhanilkantha,10,8.03,07/12/17 06:01 AM
2627,AQM Budhanilkantha,9,7.32,07/12/17 05:51 AM
2628,AQM Budhanilkantha,6,5.21,07/12/17 05:41 AM
2629,AQM Budhanilkantha,6,5.21,07/12/17 05:31 AM
2630,AQM Budhanilkantha,4,3.8,07/12/17 05:21 AM
2631,AQM Budhanilkantha,3,3.1,07/12/17 05:11 AM
2632,AQM Budhanilkantha,3,3.1,07/12/17 05:01 AM
2633,AQM Budhanilkantha,4,3.8,07/12/17 04:51 AM
2634,AQM Budhanilkantha,6,5.21,07/12/17 04:41 AM
2635,AQM Budhanilkantha,3,3.1,07/12/17 04:31 AM
2636,AQM Budhanilkantha,6,5.21,07/12/17 04:21 AM
2637,AQM Budhanilkantha,3,3.1,07/12/17 04:11 AM
2638,AQM Budhanilkantha,3,3.1,07/12/17 04:01 AM
2639,AQM Budhanilkantha,3,3.1,07/12/17 03:51 AM
2640,AQM Budhanilkantha,3,3.1,07/12/17 03:41 AM
2641,AQM Budhanilkantha,4,3.8,07/12/17 03:31 AM
2642,AQM Budhanilkantha,3,3.1,07/12/17 03:21 AM
2643,AQM Budhanilkantha,1,1.69,07/12/17 03:11 AM
2644,AQM Budhanilkantha,1,1.69,07/12/17 03:01 AM
2645,AQM Budhanilkantha,1,1.69,07/12/17 02:51 AM
2646,AQM Budhanilkantha,3,3.1,07/12/17 02:41 AM
2647,AQM Budhanilkantha,1,1.69,07/12/17 02:31 AM
2648,AQM Budhanilkantha,3,3.1,07/12/17 02:21 AM
2649,AQM Budhanilkantha,1,1.69,07/12/17 02:11 AM
2650,AQM Budhanilkantha,4,3.8,07/12/17 02:01 AM
2651,AQM Budhanilkantha,3,3.1,07/12/17 01:51 AM
2652,AQM Budhanilkantha,1,1.69,07/12/17 01:41 AM
2653,AQM Budhanilkantha,3,3.1,07/12/17 01:31 AM
2654,AQM Budhanilkantha,1,1.69,07/12/17 01:21 AM
2655,AQM Budhanilkantha,1,1.69,07/12/17 01:11 AM
2656,AQM Budhanilkantha,,0.99,07/12/17 01:01 AM
2657,AQM Budhanilkantha,,0.99,07/12/17 12:51 AM
2658,AQM Budhanilkantha,,0.99,07/12/17 12:41 AM
2659,AQM Budhanilkantha,,0.99,07/12/17 12:31 AM
2660,AQM Budhanilkantha,,0.99,07/12/17 12:21 AM
2661,AQM Budhanilkantha,,0.99,07/12/17 12:11 AM
2662,AQM Budhanilkantha,,0.99,07/12/17 12:01 AM
2663,AQM Budhanilkantha,,0.99,07/11/17 11:51 PM
2664,AQM Budhanilkantha,,0.99,07/11/17 11:41 PM
2665,AQM Budhanilkantha,,0.99,07/11/17 11:31 PM
2666,AQM Budhanilkantha,,0.99,07/11/17 11:21 PM
2667,AQM Budhanilkantha,,0.99,07/11/17 11:11 PM
2668,AQM Budhanilkantha,,0.99,07/11/17 11:02 PM
2669,AQM Budhanilkantha,,0.99,07/11/17 10:52 PM
2670,AQM Budhanilkantha,,0.99,07/11/17 10:42 PM
2671,AQM Budhanilkantha,,0.99,07/11/17 10:32 PM
2672,AQM Budhanilkantha,,0.99,07/11/17 10:22 PM
2673,AQM Budhanilkantha,,0.99,07/11/17 10:12 PM
2674,AQM Budhanilkantha,,0.99,07/11/17 10:02 PM
2675,AQM Budhanilkantha,,0.99,07/11/17 09:52 PM
2676,AQM Budhanilkantha,,0.99,07/11/17 09:37 PM
2677,AQM Budhanilkantha,,0.99,07/11/17 09:32 PM
2678,AQM Budhanilkantha,,0.99,07/11/17 09:22 PM
2679,AQM Budhanilkantha,,0.99,07/11/17 09:13 PM
2680,AQM Budhanilkantha,,0.99,07/11/17 09:02 PM
2681,AQM Budhanilkantha,1,1.69,07/11/17 08:52 PM
2682,AQM Budhanilkantha,3,3.1,07/11/17 08:42 PM
2683,AQM Budhanilkantha,1,1.69,07/11/17 08:32 PM
2684,AQM Budhanilkantha,9,7.32,07/11/17 08:22 PM
2685,AQM Budhanilkantha,6,5.21,07/11/17 08:12 PM
2686,AQM Budhanilkantha,4,3.8,07/11/17 08:02 PM
2687,AQM Budhanilkantha,10,8.03,07/11/17 07:52 PM
2688,AQM Budhanilkantha,16,12.25,07/11/17 07:42 PM
2689,AQM Budhanilkantha,15,11.55,07/11/17 07:32 PM
2690,AQM Budhanilkantha,14,10.85,07/11/17 07:22 PM
2691,AQM Budhanilkantha,12,9.44,07/11/17 07:12 PM
2692,AQM Budhanilkantha,11,8.73,07/11/17 07:02 PM
2693,AQM Budhanilkantha,13,10.14,07/11/17 06:52 PM
2694,AQM Budhanilkantha,12,9.44,07/11/17 06:42 PM
2695,AQM Budhanilkantha,20,15.07,07/11/17 06:32 PM
2696,AQM Budhanilkantha,25,18.59,07/11/17 06:22 PM
2697,AQM Budhanilkantha,39,28.45,07/11/17 06:12 PM
2698,AQM Budhanilkantha,85,60.84,07/11/17 06:02 PM
2699,AQM Budhanilkantha,49,35.49,07/11/17 05:52 PM
2700,AQM Budhanilkantha,40,29.15,07/11/17 05:42 PM
2701,AQM Budhanilkantha,61,43.94,07/11/17 05:32 PM
2702,AQM Budhanilkantha,15,11.55,07/11/17 05:22 PM
2703,AQM Budhanilkantha,14,10.85,07/11/17 05:12 PM
2704,AQM Budhanilkantha,16,12.25,07/11/17 04:57 PM
2705,AQM Budhanilkantha,16,12.25,07/11/17 04:52 PM
2706,AQM Budhanilkantha,12,9.44,07/11/17 04:42 PM
2707,AQM Budhanilkantha,14,10.85,07/11/17 04:32 PM
2708,AQM Budhanilkantha,12,9.44,07/11/17 04:22 PM
2709,AQM Budhanilkantha,7,5.92,07/11/17 04:12 PM
2710,AQM Budhanilkantha,6,5.21,07/11/17 04:02 PM
2711,AQM Budhanilkantha,7,5.92,07/11/17 03:52 PM
2712,AQM Budhanilkantha,7,5.92,07/11/17 03:42 PM
2713,AQM Budhanilkantha,9,7.32,07/11/17 03:32 PM
2714,AQM Budhanilkantha,4,3.8,07/11/17 03:22 PM
2715,AQM Budhanilkantha,6,5.21,07/11/17 03:12 PM
2716,AQM Budhanilkantha,6,5.21,07/11/17 03:02 PM
2717,AQM Budhanilkantha,6,5.21,07/11/17 02:52 PM
2718,AQM Budhanilkantha,4,3.8,07/11/17 02:42 PM
2719,AQM Budhanilkantha,4,3.8,07/11/17 02:32 PM
2720,AQM Budhanilkantha,6,5.21,07/11/17 02:22 PM
2721,AQM Budhanilkantha,3,3.1,07/11/17 02:12 PM
2722,AQM Budhanilkantha,4,3.8,07/11/17 02:02 PM
2723,AQM Budhanilkantha,6,5.21,07/11/17 01:52 PM
2724,AQM Budhanilkantha,6,5.21,07/11/17 01:42 PM
2725,AQM Budhanilkantha,6,5.21,07/11/17 01:32 PM
2726,AQM Budhanilkantha,8,6.62,07/11/17 01:22 PM
2727,AQM Budhanilkantha,3,3.1,07/11/17 01:12 PM
2728,AQM Budhanilkantha,6,5.21,07/11/17 01:02 PM
