S.N,Device,PM 2.5,Calibrated PM 2.5,Inserted Date
3070,AQM Putalisadak,97,66.42,2018-11-09 06:45:01 ( Asia/Katmandu)
3071,AQM Putalisadak,101,69.1,2018-11-09 06:34:53 ( Asia/Katmandu)
3072,AQM Putalisadak,99,67.76,2018-11-09 06:24:52 ( Asia/Katmandu)
3073,AQM Putalisadak,101,69.1,2018-11-09 06:15:22 ( Asia/Katmandu)
3074,AQM Putalisadak,104,71.11,2018-11-09 06:04:52 ( Asia/Katmandu)
3075,AQM Putalisadak,83,57.03,2018-11-09 05:54:51 ( Asia/Katmandu)
3076,AQM Putalisadak,85,58.37,2018-11-09 05:44:51 ( Asia/Katmandu)
3077,AQM Putalisadak,84,57.7,2018-11-09 05:35:21 ( Asia/Katmandu)
3078,AQM Putalisadak,76,52.33,2018-11-09 05:24:50 ( Asia/Katmandu)
3079,AQM Putalisadak,71,48.98,2018-11-09 05:14:50 ( Asia/Katmandu)
3080,AQM Putalisadak,75,51.66,2018-11-09 05:05:15 ( Asia/Katmandu)
3081,AQM Putalisadak,71,48.98,2018-11-09 04:55:15 ( Asia/Katmandu)
3082,AQM Putalisadak,63,43.61,2018-11-09 04:45:15 ( Asia/Katmandu)
3083,AQM Putalisadak,71,48.98,2018-11-09 04:34:46 ( Asia/Katmandu)
3084,AQM Putalisadak,65,44.95,2018-11-09 04:25:14 ( Asia/Katmandu)
3085,AQM Putalisadak,67,46.3,2018-11-09 04:15:14 ( Asia/Katmandu)
3086,AQM Putalisadak,65,44.95,2018-11-09 04:05:14 ( Asia/Katmandu)
3087,AQM Putalisadak,66,45.62,2018-11-09 03:55:13 ( Asia/Katmandu)
3088,AQM Putalisadak,70,48.31,2018-11-09 03:44:45 ( Asia/Katmandu)
3089,AQM Putalisadak,67,46.3,2018-11-09 03:34:43 ( Asia/Katmandu)
3090,AQM Putalisadak,67,46.3,2018-11-09 03:25:12 ( Asia/Katmandu)
3091,AQM Putalisadak,66,45.62,2018-11-09 03:15:14 ( Asia/Katmandu)
3092,AQM Putalisadak,71,48.98,2018-11-09 03:05:12 ( Asia/Katmandu)
3093,AQM Putalisadak,67,46.3,2018-11-09 02:55:12 ( Asia/Katmandu)
3094,AQM Putalisadak,62,42.94,2018-11-09 02:44:20 ( Asia/Katmandu)
3095,AQM Putalisadak,66,45.62,2018-11-09 02:34:48 ( Asia/Katmandu)
3096,AQM Putalisadak,66,45.62,2018-11-09 02:25:17 ( Asia/Katmandu)
3097,AQM Putalisadak,72,49.65,2018-11-09 02:14:47 ( Asia/Katmandu)
3098,AQM Putalisadak,67,46.3,2018-11-09 02:02:25 ( Asia/Katmandu)
3099,AQM Putalisadak,63,43.61,2018-11-09 01:54:55 ( Asia/Katmandu)
3100,AQM Putalisadak,64,44.28,2018-11-09 01:44:54 ( Asia/Katmandu)
3101,AQM Putalisadak,65,44.95,2018-11-09 01:35:24 ( Asia/Katmandu)
3102,AQM Putalisadak,72,49.65,2018-11-09 01:25:06 ( Asia/Katmandu)
3103,AQM Putalisadak,72,49.65,2018-11-09 01:15:07 ( Asia/Katmandu)
3104,AQM Putalisadak,79,54.34,2018-11-09 01:05:07 ( Asia/Katmandu)
3105,AQM Putalisadak,70,48.31,2018-11-09 00:55:13 ( Asia/Katmandu)
3106,AQM Putalisadak,74,50.99,2018-11-09 00:45:13 ( Asia/Katmandu)
3107,AQM Putalisadak,70,48.31,2018-11-09 00:35:11 ( Asia/Katmandu)
3108,AQM Putalisadak,61,42.27,2018-11-09 00:25:15 ( Asia/Katmandu)
3109,AQM Putalisadak,61,42.27,2018-11-09 00:14:46 ( Asia/Katmandu)
3110,AQM Putalisadak,58,40.26,2018-11-09 00:01:02 ( Asia/Katmandu)
3111,AQM Putalisadak,59,40.93,2018-11-08 23:55:00 ( Asia/Katmandu)
3112,AQM Putalisadak,58,40.26,2018-11-08 23:43:59 ( Asia/Katmandu)
3113,AQM Putalisadak,58,40.26,2018-11-08 23:34:59 ( Asia/Katmandu)
3114,AQM Putalisadak,64,44.28,2018-11-08 23:24:10 ( Asia/Katmandu)
3115,AQM Putalisadak,71,48.98,2018-11-08 23:12:28 ( Asia/Katmandu)
3116,AQM Putalisadak,72,49.65,2018-11-08 23:03:58 ( Asia/Katmandu)
3117,AQM Putalisadak,68,46.97,2018-11-08 22:54:57 ( Asia/Katmandu)
3118,AQM Putalisadak,71,48.98,2018-11-08 22:44:25 ( Asia/Katmandu)
3119,AQM Putalisadak,80,55.01,2018-11-08 22:34:30 ( Asia/Katmandu)
3120,AQM Putalisadak,80,55.01,2018-11-08 22:24:53 ( Asia/Katmandu)
3121,AQM Putalisadak,78,53.67,2018-11-08 22:14:19 ( Asia/Katmandu)
3122,AQM Putalisadak,85,58.37,2018-11-08 22:04:47 ( Asia/Katmandu)
3123,AQM Putalisadak,80,55.01,2018-11-08 21:55:19 ( Asia/Katmandu)
3124,AQM Putalisadak,72,49.65,2018-11-08 21:44:46 ( Asia/Katmandu)
3125,AQM Putalisadak,93,63.73,2018-11-08 21:35:16 ( Asia/Katmandu)
3126,AQM Putalisadak,100,68.43,2018-11-08 21:25:16 ( Asia/Katmandu)
3127,AQM Putalisadak,118,80.5,2018-11-08 21:15:16 ( Asia/Katmandu)
3128,AQM Putalisadak,104,71.11,2018-11-08 21:05:15 ( Asia/Katmandu)
3129,AQM Putalisadak,106,72.45,2018-11-08 20:54:44 ( Asia/Katmandu)
3130,AQM Putalisadak,110,75.13,2018-11-08 20:44:36 ( Asia/Katmandu)
3131,AQM Putalisadak,129,87.88,2018-11-08 20:34:01 ( Asia/Katmandu)
3132,AQM Putalisadak,121,82.51,2018-11-08 20:24:58 ( Asia/Katmandu)
3133,AQM Putalisadak,111,75.81,2018-11-08 20:15:18 ( Asia/Katmandu)
3134,AQM Putalisadak,93,63.73,2018-11-08 20:05:16 ( Asia/Katmandu)
3135,AQM Putalisadak,94,64.4,2018-11-08 19:55:14 ( Asia/Katmandu)
3136,AQM Putalisadak,106,72.45,2018-11-08 19:45:15 ( Asia/Katmandu)
3137,AQM Putalisadak,105,71.78,2018-11-08 19:35:19 ( Asia/Katmandu)
3138,AQM Putalisadak,110,75.13,2018-11-08 19:24:37 ( Asia/Katmandu)
3139,AQM Putalisadak,121,82.51,2018-11-08 19:14:54 ( Asia/Katmandu)
3140,AQM Putalisadak,101,69.1,2018-11-08 19:05:24 ( Asia/Katmandu)
3141,AQM Putalisadak,88,60.38,2018-11-08 18:54:21 ( Asia/Katmandu)
3142,AQM Putalisadak,91,62.39,2018-11-08 18:44:02 ( Asia/Katmandu)
3143,AQM Putalisadak,80,55.01,2018-11-08 18:34:29 ( Asia/Katmandu)
3144,AQM Putalisadak,83,57.03,2018-11-08 18:25:00 ( Asia/Katmandu)
3145,AQM Putalisadak,79,54.34,2018-11-08 18:14:31 ( Asia/Katmandu)
3146,AQM Putalisadak,85,58.37,2018-11-08 18:05:09 ( Asia/Katmandu)
3147,AQM Putalisadak,75,51.66,2018-11-08 17:55:09 ( Asia/Katmandu)
3148,AQM Putalisadak,76,52.33,2018-11-08 17:43:31 ( Asia/Katmandu)
3149,AQM Putalisadak,58,40.26,2018-11-08 17:32:55 ( Asia/Katmandu)
3150,AQM Putalisadak,66,45.62,2018-11-08 17:22:54 ( Asia/Katmandu)
3151,AQM Putalisadak,73,50.32,2018-11-08 17:14:54 ( Asia/Katmandu)
3152,AQM Putalisadak,60,41.6,2018-11-08 17:05:24 ( Asia/Katmandu)
3153,AQM Putalisadak,58,40.26,2018-11-08 16:53:22 ( Asia/Katmandu)
3154,AQM Putalisadak,55,38.25,2018-11-08 16:43:46 ( Asia/Katmandu)
3155,AQM Putalisadak,50,34.89,2018-11-08 16:33:49 ( Asia/Katmandu)
3156,AQM Putalisadak,57,39.59,2018-11-08 16:24:55 ( Asia/Katmandu)
3157,AQM Putalisadak,45,31.54,2018-11-08 16:12:32 ( Asia/Katmandu)
3158,AQM Putalisadak,51,35.56,2018-11-08 16:05:01 ( Asia/Katmandu)
3159,AQM Putalisadak,44,30.87,2018-11-08 15:50:58 ( Asia/Katmandu)
3160,AQM Putalisadak,53,36.91,2018-11-08 15:45:26 ( Asia/Katmandu)
3161,AQM Putalisadak,46,32.21,2018-11-08 15:34:46 ( Asia/Katmandu)
3162,AQM Putalisadak,44,30.87,2018-11-08 15:21:21 ( Asia/Katmandu)
3163,AQM Putalisadak,47,32.88,2018-11-08 15:14:53 ( Asia/Katmandu)
3164,AQM Putalisadak,49,34.22,2018-11-08 15:04:52 ( Asia/Katmandu)
3165,AQM Putalisadak,47,32.88,2018-11-08 14:53:42 ( Asia/Katmandu)
3166,AQM Putalisadak,53,36.91,2018-11-08 14:44:05 ( Asia/Katmandu)
3167,AQM Putalisadak,57,39.59,2018-11-08 14:29:40 ( Asia/Katmandu)
3168,AQM Putalisadak,56,38.92,2018-11-08 14:24:40 ( Asia/Katmandu)
3169,AQM Putalisadak,57,39.59,2018-11-08 14:14:40 ( Asia/Katmandu)
3170,AQM Putalisadak,41,28.86,2018-11-08 13:59:10 ( Asia/Katmandu)
3171,AQM Putalisadak,38,26.85,2018-11-08 13:55:10 ( Asia/Katmandu)
3172,AQM Putalisadak,48,33.55,2018-11-08 13:45:09 ( Asia/Katmandu)
3173,AQM Putalisadak,40,28.19,2018-11-08 13:30:04 ( Asia/Katmandu)
3174,AQM Putalisadak,39,27.52,2018-11-08 13:25:04 ( Asia/Katmandu)
3175,AQM Putalisadak,42,29.53,2018-11-08 13:15:11 ( Asia/Katmandu)
3176,AQM Putalisadak,41,28.86,2018-11-08 13:04:09 ( Asia/Katmandu)
3177,AQM Putalisadak,40,28.19,2018-11-08 12:54:09 ( Asia/Katmandu)
3178,AQM Putalisadak,40,28.19,2018-11-08 12:44:09 ( Asia/Katmandu)
3179,AQM Putalisadak,43,30.2,2018-11-08 12:34:12 ( Asia/Katmandu)
3180,AQM Putalisadak,35,24.83,2018-11-08 12:25:12 ( Asia/Katmandu)
3181,AQM Putalisadak,43,30.2,2018-11-08 12:14:42 ( Asia/Katmandu)
3182,AQM Putalisadak,61,42.27,2018-11-08 12:04:39 ( Asia/Katmandu)
3183,AQM Putalisadak,72,49.65,2018-11-08 11:55:02 ( Asia/Katmandu)
3184,AQM Putalisadak,76,52.33,2018-11-08 11:44:55 ( Asia/Katmandu)
3185,AQM Putalisadak,64,44.28,2018-11-08 11:34:53 ( Asia/Katmandu)
3186,AQM Putalisadak,81,55.68,2018-11-08 11:25:06 ( Asia/Katmandu)
3187,AQM Putalisadak,85,58.37,2018-11-08 11:15:20 ( Asia/Katmandu)
3188,AQM Putalisadak,101,69.1,2018-11-08 11:05:06 ( Asia/Katmandu)
3189,AQM Putalisadak,109,74.46,2018-11-08 10:53:50 ( Asia/Katmandu)
3190,AQM Putalisadak,98,67.09,2018-11-08 10:43:28 ( Asia/Katmandu)
3191,AQM Putalisadak,74,50.99,2018-11-08 10:34:58 ( Asia/Katmandu)
3192,AQM Putalisadak,98,67.09,2018-11-08 10:25:04 ( Asia/Katmandu)
3193,AQM Putalisadak,102,69.77,2018-11-08 10:15:06 ( Asia/Katmandu)
3194,AQM Putalisadak,90,61.72,2018-11-08 10:05:08 ( Asia/Katmandu)
3195,AQM Putalisadak,96,65.75,2018-11-08 09:55:11 ( Asia/Katmandu)
3196,AQM Putalisadak,110,75.13,2018-11-08 09:43:19 ( Asia/Katmandu)
3197,AQM Putalisadak,120,81.84,2018-11-08 09:35:06 ( Asia/Katmandu)
3198,AQM Putalisadak,137,93.24,2018-11-08 09:24:52 ( Asia/Katmandu)
3199,AQM Putalisadak,137,93.24,2018-11-08 09:15:19 ( Asia/Katmandu)
3200,AQM Putalisadak,122,83.18,2018-11-08 09:04:44 ( Asia/Katmandu)
3201,AQM Putalisadak,107,73.12,2018-11-08 08:54:24 ( Asia/Katmandu)
3202,AQM Putalisadak,130,88.55,2018-11-08 08:44:24 ( Asia/Katmandu)
3203,AQM Putalisadak,113,77.15,2018-11-08 08:34:28 ( Asia/Katmandu)
3204,AQM Putalisadak,142,96.6,2018-11-08 08:25:07 ( Asia/Katmandu)
3205,AQM Putalisadak,142,96.6,2018-11-08 08:15:10 ( Asia/Katmandu)
3206,AQM Putalisadak,151,102.63,2018-11-08 08:05:08 ( Asia/Katmandu)
3207,AQM Putalisadak,125,85.2,2018-11-08 07:54:09 ( Asia/Katmandu)
3208,AQM Putalisadak,130,88.55,2018-11-08 07:45:09 ( Asia/Katmandu)
3209,AQM Putalisadak,167,113.36,2018-11-08 07:34:06 ( Asia/Katmandu)
3210,AQM Putalisadak,154,104.65,2018-11-08 07:24:33 ( Asia/Katmandu)
3211,AQM Putalisadak,140,95.26,2018-11-08 07:14:33 ( Asia/Katmandu)
3212,AQM Putalisadak,126,85.87,2018-11-08 07:04:33 ( Asia/Katmandu)
3213,AQM Putalisadak,105,71.78,2018-11-08 06:54:32 ( Asia/Katmandu)
3214,AQM Putalisadak,110,75.13,2018-11-08 06:44:33 ( Asia/Katmandu)
3215,AQM Putalisadak,105,71.78,2018-11-08 06:34:32 ( Asia/Katmandu)
3216,AQM Putalisadak,95,65.07,2018-11-08 06:24:33 ( Asia/Katmandu)
3217,AQM Putalisadak,100,68.43,2018-11-08 06:14:32 ( Asia/Katmandu)
3218,AQM Putalisadak,97,66.42,2018-11-08 06:05:04 ( Asia/Katmandu)
3219,AQM Putalisadak,109,74.46,2018-11-08 05:55:09 ( Asia/Katmandu)
3220,AQM Putalisadak,102,69.77,2018-11-08 05:45:01 ( Asia/Katmandu)
3221,AQM Putalisadak,94,64.4,2018-11-08 05:35:12 ( Asia/Katmandu)
3222,AQM Putalisadak,99,67.76,2018-11-08 05:25:07 ( Asia/Katmandu)
3223,AQM Putalisadak,88,60.38,2018-11-08 05:13:53 ( Asia/Katmandu)
3224,AQM Putalisadak,100,68.43,2018-11-08 05:04:41 ( Asia/Katmandu)
3225,AQM Putalisadak,114,77.82,2018-11-08 04:53:44 ( Asia/Katmandu)
3226,AQM Putalisadak,110,75.13,2018-11-08 04:45:09 ( Asia/Katmandu)
3227,AQM Putalisadak,107,73.12,2018-11-08 04:35:18 ( Asia/Katmandu)
3228,AQM Putalisadak,81,55.68,2018-11-08 04:25:05 ( Asia/Katmandu)
3229,AQM Putalisadak,96,65.75,2018-11-08 04:15:05 ( Asia/Katmandu)
3230,AQM Putalisadak,90,61.72,2018-11-08 04:05:07 ( Asia/Katmandu)
3231,AQM Putalisadak,92,63.06,2018-11-08 03:55:06 ( Asia/Katmandu)
3232,AQM Putalisadak,89,61.05,2018-11-08 03:45:06 ( Asia/Katmandu)
3233,AQM Putalisadak,91,62.39,2018-11-08 03:35:11 ( Asia/Katmandu)
3234,AQM Putalisadak,92,63.06,2018-11-08 03:25:06 ( Asia/Katmandu)
3235,AQM Putalisadak,88,60.38,2018-11-08 03:15:05 ( Asia/Katmandu)
3236,AQM Putalisadak,95,65.07,2018-11-08 03:05:05 ( Asia/Katmandu)
3237,AQM Putalisadak,96,65.75,2018-11-08 02:54:40 ( Asia/Katmandu)
3238,AQM Putalisadak,93,63.73,2018-11-08 02:44:51 ( Asia/Katmandu)
3239,AQM Putalisadak,90,61.72,2018-11-08 02:34:51 ( Asia/Katmandu)
3240,AQM Putalisadak,88,60.38,2018-11-08 02:24:55 ( Asia/Katmandu)
3241,AQM Putalisadak,80,55.01,2018-11-08 02:14:50 ( Asia/Katmandu)
3242,AQM Putalisadak,84,57.7,2018-11-08 02:04:20 ( Asia/Katmandu)
3243,AQM Putalisadak,84,57.7,2018-11-08 01:54:23 ( Asia/Katmandu)
3244,AQM Putalisadak,85,58.37,2018-11-08 01:44:48 ( Asia/Katmandu)
3245,AQM Putalisadak,88,60.38,2018-11-08 01:34:48 ( Asia/Katmandu)
3246,AQM Putalisadak,98,67.09,2018-11-08 01:24:50 ( Asia/Katmandu)
3247,AQM Putalisadak,89,61.05,2018-11-08 01:14:59 ( Asia/Katmandu)
3248,AQM Putalisadak,84,57.7,2018-11-08 01:04:53 ( Asia/Katmandu)
3249,AQM Putalisadak,90,61.72,2018-11-08 00:54:55 ( Asia/Katmandu)
3250,AQM Putalisadak,89,61.05,2018-11-08 00:44:52 ( Asia/Katmandu)
3251,AQM Putalisadak,108,73.79,2018-11-08 00:34:22 ( Asia/Katmandu)
3252,AQM Putalisadak,99,67.76,2018-11-08 00:24:22 ( Asia/Katmandu)
3253,AQM Putalisadak,87,59.71,2018-11-08 00:15:21 ( Asia/Katmandu)
3254,AQM Putalisadak,90,61.72,2018-11-08 00:04:52 ( Asia/Katmandu)
3255,AQM Putalisadak,90,61.72,2018-11-07 23:53:46 ( Asia/Katmandu)
3256,AQM Putalisadak,85,58.37,2018-11-07 23:44:53 ( Asia/Katmandu)
3257,AQM Putalisadak,99,67.76,2018-11-07 23:33:54 ( Asia/Katmandu)
3258,AQM Putalisadak,106,72.45,2018-11-07 23:24:53 ( Asia/Katmandu)
3259,AQM Putalisadak,109,74.46,2018-11-07 23:15:20 ( Asia/Katmandu)
3260,AQM Putalisadak,100,68.43,2018-11-07 23:04:47 ( Asia/Katmandu)
3261,AQM Putalisadak,106,72.45,2018-11-07 22:54:55 ( Asia/Katmandu)
3262,AQM Putalisadak,104,71.11,2018-11-07 22:43:42 ( Asia/Katmandu)
3263,AQM Putalisadak,113,77.15,2018-11-07 22:35:08 ( Asia/Katmandu)
3264,AQM Putalisadak,111,75.81,2018-11-07 22:21:59 ( Asia/Katmandu)
3265,AQM Putalisadak,96,65.75,2018-11-07 22:14:52 ( Asia/Katmandu)
3266,AQM Putalisadak,86,59.04,2018-11-07 22:04:49 ( Asia/Katmandu)
3267,AQM Putalisadak,89,61.05,2018-11-07 21:54:51 ( Asia/Katmandu)
3268,AQM Putalisadak,93,63.73,2018-11-07 21:44:47 ( Asia/Katmandu)
3269,AQM Putalisadak,92,63.06,2018-11-07 21:34:46 ( Asia/Katmandu)
3270,AQM Putalisadak,116,79.16,2018-11-07 21:24:51 ( Asia/Katmandu)
3271,AQM Putalisadak,118,80.5,2018-11-07 21:14:48 ( Asia/Katmandu)
3272,AQM Putalisadak,118,80.5,2018-11-07 21:04:12 ( Asia/Katmandu)
3273,AQM Putalisadak,113,77.15,2018-11-07 20:55:10 ( Asia/Katmandu)
3274,AQM Putalisadak,120,81.84,2018-11-07 20:45:10 ( Asia/Katmandu)
3275,AQM Putalisadak,128,87.21,2018-11-07 20:35:15 ( Asia/Katmandu)
3276,AQM Putalisadak,126,85.87,2018-11-07 20:25:06 ( Asia/Katmandu)
3277,AQM Putalisadak,105,71.78,2018-11-07 20:14:28 ( Asia/Katmandu)
3278,AQM Putalisadak,107,73.12,2018-11-07 20:04:06 ( Asia/Katmandu)
3279,AQM Putalisadak,100,68.43,2018-11-07 19:53:39 ( Asia/Katmandu)
3280,AQM Putalisadak,97,66.42,2018-11-07 19:45:21 ( Asia/Katmandu)
3281,AQM Putalisadak,94,64.4,2018-11-07 19:35:40 ( Asia/Katmandu)
3282,AQM Putalisadak,96,65.75,2018-11-07 19:23:55 ( Asia/Katmandu)
3283,AQM Putalisadak,96,65.75,2018-11-07 19:14:51 ( Asia/Katmandu)
3284,AQM Putalisadak,93,63.73,2018-11-07 19:04:27 ( Asia/Katmandu)
3285,AQM Putalisadak,90,61.72,2018-11-07 18:54:37 ( Asia/Katmandu)
3286,AQM Putalisadak,98,67.09,2018-11-07 18:44:19 ( Asia/Katmandu)
3287,AQM Putalisadak,109,74.46,2018-11-07 18:34:55 ( Asia/Katmandu)
3288,AQM Putalisadak,89,61.05,2018-11-07 18:24:22 ( Asia/Katmandu)
3289,AQM Putalisadak,81,55.68,2018-11-07 18:15:09 ( Asia/Katmandu)
3290,AQM Putalisadak,85,58.37,2018-11-07 18:01:21 ( Asia/Katmandu)
3291,AQM Putalisadak,72,49.65,2018-11-07 17:54:36 ( Asia/Katmandu)
3292,AQM Putalisadak,75,51.66,2018-11-07 17:44:59 ( Asia/Katmandu)
3293,AQM Putalisadak,67,46.3,2018-11-07 17:33:45 ( Asia/Katmandu)
3294,AQM Putalisadak,70,48.31,2018-11-07 17:23:33 ( Asia/Katmandu)
3295,AQM Putalisadak,70,48.31,2018-11-07 17:15:15 ( Asia/Katmandu)
3296,AQM Putalisadak,60,41.6,2018-11-07 17:04:59 ( Asia/Katmandu)
3297,AQM Putalisadak,57,39.59,2018-11-07 16:54:21 ( Asia/Katmandu)
3298,AQM Putalisadak,54,37.58,2018-11-07 16:44:04 ( Asia/Katmandu)
3299,AQM Putalisadak,50,34.89,2018-11-07 16:34:51 ( Asia/Katmandu)
3300,AQM Putalisadak,45,31.54,2018-11-07 16:24:36 ( Asia/Katmandu)
3301,AQM Putalisadak,49,34.22,2018-11-07 16:15:02 ( Asia/Katmandu)
3302,AQM Putalisadak,40,28.19,2018-11-07 16:05:17 ( Asia/Katmandu)
3303,AQM Putalisadak,37,26.17,2018-11-07 15:54:47 ( Asia/Katmandu)
3304,AQM Putalisadak,38,26.85,2018-11-07 15:45:17 ( Asia/Katmandu)
3305,AQM Putalisadak,38,26.85,2018-11-07 15:33:34 ( Asia/Katmandu)
3306,AQM Putalisadak,43,30.2,2018-11-07 15:23:18 ( Asia/Katmandu)
3307,AQM Putalisadak,33,23.49,2018-11-07 15:13:04 ( Asia/Katmandu)
3308,AQM Putalisadak,37,26.17,2018-11-07 15:03:04 ( Asia/Katmandu)
3309,AQM Putalisadak,38,26.85,2018-11-07 14:53:04 ( Asia/Katmandu)
3310,AQM Putalisadak,32,22.82,2018-11-07 14:43:04 ( Asia/Katmandu)
3311,AQM Putalisadak,33,23.49,2018-11-07 14:35:04 ( Asia/Katmandu)
3312,AQM Putalisadak,32,22.82,2018-11-07 14:25:04 ( Asia/Katmandu)
3313,AQM Putalisadak,29,20.81,2018-11-07 14:13:44 ( Asia/Katmandu)
3314,AQM Putalisadak,29,20.81,2018-11-07 14:03:45 ( Asia/Katmandu)
3315,AQM Putalisadak,32,22.82,2018-11-07 13:53:43 ( Asia/Katmandu)
3316,AQM Putalisadak,32,22.82,2018-11-07 13:39:08 ( Asia/Katmandu)
3317,AQM Putalisadak,30,21.48,2018-11-07 13:33:43 ( Asia/Katmandu)
3318,AQM Putalisadak,32,22.82,2018-11-07 13:23:43 ( Asia/Katmandu)
3319,AQM Putalisadak,31,22.15,2018-11-07 13:13:43 ( Asia/Katmandu)
3320,AQM Putalisadak,36,25.5,2018-11-07 13:03:47 ( Asia/Katmandu)
3321,AQM Putalisadak,39,27.52,2018-11-07 12:53:44 ( Asia/Katmandu)
3322,AQM Putalisadak,31,22.15,2018-11-07 12:43:43 ( Asia/Katmandu)
3323,AQM Putalisadak,30,21.48,2018-11-07 12:24:48 ( Asia/Katmandu)
3324,AQM Putalisadak,38,26.85,2018-11-07 12:15:04 ( Asia/Katmandu)
3325,AQM Putalisadak,39,27.52,2018-11-07 12:03:59 ( Asia/Katmandu)
3326,AQM Putalisadak,44,30.87,2018-11-07 11:54:23 ( Asia/Katmandu)
3327,AQM Putalisadak,46,32.21,2018-11-07 11:44:45 ( Asia/Katmandu)
3328,AQM Putalisadak,45,31.54,2018-11-07 11:33:14 ( Asia/Katmandu)
3329,AQM Putalisadak,61,42.27,2018-11-07 11:25:11 ( Asia/Katmandu)
3330,AQM Putalisadak,72,49.65,2018-11-07 11:15:05 ( Asia/Katmandu)
3331,AQM Putalisadak,71,48.98,2018-11-07 11:04:41 ( Asia/Katmandu)
3332,AQM Putalisadak,97,66.42,2018-11-07 10:54:41 ( Asia/Katmandu)
3333,AQM Putalisadak,112,76.48,2018-11-07 10:43:40 ( Asia/Katmandu)
3334,AQM Putalisadak,108,73.79,2018-11-07 10:34:54 ( Asia/Katmandu)
3335,AQM Putalisadak,118,80.5,2018-11-07 10:24:38 ( Asia/Katmandu)
3336,AQM Putalisadak,105,71.78,2018-11-07 10:14:40 ( Asia/Katmandu)
3337,AQM Putalisadak,117,79.83,2018-11-07 10:05:07 ( Asia/Katmandu)
3338,AQM Putalisadak,106,72.45,2018-11-07 09:55:04 ( Asia/Katmandu)
3339,AQM Putalisadak,103,70.44,2018-11-07 09:45:42 ( Asia/Katmandu)
3340,AQM Putalisadak,127,86.54,2018-11-07 09:35:03 ( Asia/Katmandu)
3341,AQM Putalisadak,118,80.5,2018-11-07 09:25:03 ( Asia/Katmandu)
3342,AQM Putalisadak,128,87.21,2018-11-07 09:14:33 ( Asia/Katmandu)
3343,AQM Putalisadak,129,87.88,2018-11-07 09:03:59 ( Asia/Katmandu)
3344,AQM Putalisadak,141,95.93,2018-11-07 08:53:55 ( Asia/Katmandu)
3345,AQM Putalisadak,136,92.57,2018-11-07 08:43:58 ( Asia/Katmandu)
3346,AQM Putalisadak,129,87.88,2018-11-07 08:34:32 ( Asia/Katmandu)
3347,AQM Putalisadak,123,83.85,2018-11-07 08:25:09 ( Asia/Katmandu)
3348,AQM Putalisadak,128,87.21,2018-11-07 08:14:42 ( Asia/Katmandu)
3349,AQM Putalisadak,146,99.28,2018-11-07 08:04:39 ( Asia/Katmandu)
3350,AQM Putalisadak,126,85.87,2018-11-07 07:55:07 ( Asia/Katmandu)
3351,AQM Putalisadak,139,94.58,2018-11-07 07:44:37 ( Asia/Katmandu)
3352,AQM Putalisadak,165,112.02,2018-11-07 07:33:07 ( Asia/Katmandu)
3353,AQM Putalisadak,145,98.61,2018-11-07 07:25:06 ( Asia/Katmandu)
3354,AQM Putalisadak,141,95.93,2018-11-07 07:13:15 ( Asia/Katmandu)
3355,AQM Putalisadak,143,97.27,2018-11-07 07:05:06 ( Asia/Katmandu)
3356,AQM Putalisadak,149,101.29,2018-11-07 06:53:06 ( Asia/Katmandu)
3357,AQM Putalisadak,158,107.33,2018-11-07 06:45:07 ( Asia/Katmandu)
3358,AQM Putalisadak,115,78.49,2018-11-07 06:33:05 ( Asia/Katmandu)
3359,AQM Putalisadak,87,59.71,2018-11-07 06:25:05 ( Asia/Katmandu)
3360,AQM Putalisadak,83,57.03,2018-11-07 06:13:04 ( Asia/Katmandu)
3361,AQM Putalisadak,77,53,2018-11-07 06:05:04 ( Asia/Katmandu)
3362,AQM Putalisadak,74,50.99,2018-11-07 05:53:05 ( Asia/Katmandu)
3363,AQM Putalisadak,65,44.95,2018-11-07 05:44:35 ( Asia/Katmandu)
3364,AQM Putalisadak,82,56.36,2018-11-07 05:35:05 ( Asia/Katmandu)
3365,AQM Putalisadak,65,44.95,2018-11-07 05:25:02 ( Asia/Katmandu)
3366,AQM Putalisadak,69,47.64,2018-11-07 05:15:02 ( Asia/Katmandu)
3367,AQM Putalisadak,86,59.04,2018-11-07 05:04:04 ( Asia/Katmandu)
3368,AQM Putalisadak,61,42.27,2018-11-07 04:55:01 ( Asia/Katmandu)
3369,AQM Putalisadak,58,40.26,2018-11-07 04:45:01 ( Asia/Katmandu)
3370,AQM Putalisadak,50,34.89,2018-11-07 04:34:01 ( Asia/Katmandu)
3371,AQM Putalisadak,61,42.27,2018-11-07 04:25:02 ( Asia/Katmandu)
3372,AQM Putalisadak,48,33.55,2018-11-07 04:15:02 ( Asia/Katmandu)
3373,AQM Putalisadak,49,34.22,2018-11-07 04:04:31 ( Asia/Katmandu)
3374,AQM Putalisadak,43,30.2,2018-11-07 03:54:29 ( Asia/Katmandu)
3375,AQM Putalisadak,40,28.19,2018-11-07 03:44:28 ( Asia/Katmandu)
3376,AQM Putalisadak,36,25.5,2018-11-07 03:34:28 ( Asia/Katmandu)
3377,AQM Putalisadak,44,30.87,2018-11-07 03:24:28 ( Asia/Katmandu)
3378,AQM Putalisadak,42,29.53,2018-11-07 03:14:27 ( Asia/Katmandu)
3379,AQM Putalisadak,43,30.2,2018-11-07 03:04:27 ( Asia/Katmandu)
